RLV Sizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO Mission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lng_LS=,143.456784,latg_LS=,42.504038,g0=,9.806650135,GM=,3.98601E+14,Re=,6378.142,Rp=,6356.757,Omega=,0.004178075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Event Title,time,h,s,lng,latg,longiip,latgiip,ha,hp,inc,argp,asnd,tanm,vi,fpvgd,azvgd,weight,Fvac,Fr,eularGDB[1],eularGDB[2],eularGDB[0],qbi[0],qbi[1],qbi[2],qbi[3],axb,q,alphat,alpha,beta,alphaq,M,vr,va,P,Q,R,MASUDA.Elevation,OGASAWARA.Elevation,GUAM.Elevation,TAIKI.Elevation,TAIKI-SEIKA.Elevation,NEMURO.Elevation,weight,Vlossxb,Vlossg,Vlossaoa,Vlossbp,Vlossyzb,Videal,Vgain,MainEngine.Wp,2ndEngine.Wp
,409,209.4228172,913.9296017,154.0842793,40.49999011,181.4072359,29.350338,200.4515529,-2316.50936,42.8537432,287.8176736,41.94522652,180.1379868,6801.316885,-0.042754557,105.9609977,1323.80608,60300,60300,1.467313399,105.0489402,2.961934504,-0.27173783,0.377822375,-0.814690875,0.345958933,45.55047819,0.005399829,2.355110772,1.417098437,1.881824853,0.012717195,8.455660687,6450.423534,6450.423534,0,-0.053398681,5.29702E-05,-5.639611302,-1.998065196,-10.4744896,8.321169997,8.048640931,11.46921778,1323.80608,-114.6405199,1113.864642,5.130206654,240.3981252,0,8538.253761,8183.208266,103.8,450.3285843
,410,209.4112261,920.1964748,154.1550279,40.48360866,182.1384328,28.91067191,200.4487956,-2226.90016,42.85188951,287.8364655,41.9536237,180.1724737,6847.168047,-0.050424982,106.003463,1305.879291,60300,60300,1.473410634,105.0946789,2.960920369,-0.272117599,0.377983171,-0.814564333,0.345782708,46.17578393,0.005478472,2.358842506,1.431648068,1.875485945,0.012922853,8.51592115,6496.263362,6496.263362,0,-0.053398681,5.29702E-05,-5.672747006,-2.017858179,-10.47631974,8.21099259,7.942053755,11.32717285,1305.879291,-114.6405199,1113.849004,5.169007262,240.3981252,0,8584.115471,8229.069976,103.8,432.4017951
,411,209.3986865,926.5080404,154.2262491,40.46707353,182.9240514,28.42861333,200.4454718,-2133.867869,42.85002386,287.8552799,41.96204859,180.2073198,6893.653764,-0.057011783,106.0461961,1287.952502,60300,60300,1.479909962,105.1407075,2.959902997,-0.27249731,0.378143885,-0.814437615,0.345606408,46.81849672,0.005558921,2.362159205,1.445454387,1.869069234,0.013131056,8.577029877,6542.737707,6542.737707,0,-0.053398681,5.29702E-05,-5.706136143,-2.037939565,-10.47824813,8.101032433,7.83563137,11.18572608,1287.952502,-114.6405199,1113.832201,5.208461932,240.3981252,0,8630.61113,8275.565635,103.8,414.475006
,412,209.3853167,932.8649222,154.297949,40.45038232,183.7719978,27.89700867,200.4415936,-2037.209902,42.84814595,287.8741106,41.97050215,180.2425361,6940.791631,-0.062510567,106.0891999,1270.025713,60300,60300,1.486816994,105.1870297,2.958882351,-0.272876961,0.378304517,-0.81431072,0.345430033,47.47935367,0.005641217,2.365050667,1.458519695,1.862573459,0.013341765,8.639008516,6589.864152,6589.864152,0,-0.053398681,5.29702E-05,-5.739778922,-2.058309324,-10.48027436,7.99128877,7.729373814,11.04487297,1270.025713,-114.6405199,1113.814407,5.248574916,240.3981252,0,8677.758512,8322.713017,103.8,396.5482168
,413,209.3712375,939.2677613,154.3701343,40.43353256,184.6919402,27.30692985,200.4371736,-1936.707189,42.84625547,287.8929495,41.97898536,180.2781359,6988.600001,-0.066916693,106.1324775,1252.098924,60300,60300,1.494137497,105.2336494,2.957858391,-0.273256553,0.378465067,-0.814183648,0.345253582,48.15913412,0.005725407,2.367507181,1.470846199,1.855997307,0.013554943,8.701879622,6637.661039,6637.661039,0,-0.053398681,5.29702E-05,-5.773675592,-2.078967437,-10.48239802,7.881760757,7.623281027,10.90460898,1252.098924,-114.6405199,1113.795795,5.289350248,240.3981252,0,8725.576145,8370.53065,103.8,378.6214277
,414,209.3565731,945.7172168,154.4428115,40.41652173,185.6958609,26.64707309,200.4322244,-1832.122459,42.8443521,287.9117857,41.98749926,180.314135,7037.098026,-0.070225266,106.1760321,1234.172135,60300,60300,1.501877401,105.2805705,2.95683108,-0.273636085,0.378625535,-0.8140564,0.345077057,48.85866267,0.005811537,2.369519492,1.482436009,1.849339406,0.01377055,8.765666708,6686.14751,6686.14751,0,-0.053398681,5.29702E-05,-5.807826443,-2.099913896,-10.48461869,7.772447463,7.517352849,10.76492945,1234.172135,-114.6405199,1113.776543,5.330791755,240.3981252,0,8774.083362,8419.037867,103.8,360.6946385
,415,209.3414507,952.2139667,154.5159876,40.39934724,186.7988418,25.90289058,200.4267591,-1723.198302,42.84243552,287.930605,41.99604492,180.3505531,7086.30571,-0.072431126,106.2198669,1216.245346,60300,60300,1.510042806,105.3277969,2.955800379,-0.274015558,0.378785921,-0.813928974,0.344900457,49.57881255,0.005899654,2.371078775,1.493291135,1.842598325,0.013988545,8.830394309,6735.343557,6735.343557,0,-0.053398681,5.29702E-05,-5.842231811,-2.121148708,-10.48693592,7.663347864,7.411589021,10.62582968,1216.245346,-114.6405199,1113.756827,5.372903067,240.3981252,0,8823.300344,8468.254849,103.8,342.7678494
,416,209.326001,958.7587087,154.5896696,40.3820064,188.0202101,25.05530342,200.4207911,-1609.654972,42.84050538,287.9493876,42.00462344,180.3874155,7136.243952,-0.073528835,106.2639852,1198.318556,60300,60300,1.518639987,105.3753329,2.954766246,-0.274394972,0.378946224,-0.813801372,0.344723782,50.32050925,0.005989808,2.3721766,1.503413482,1.835772571,0.014208883,8.896088031,6785.270068,6785.270068,0,-0.053398681,5.29702E-05,-5.87689208,-2.142671891,-10.4893493,7.554460842,7.305989177,10.48730489,1198.318556,-114.6405199,1113.736825,5.415687625,240.3981252,0,8873.248169,8518.202674,103.8,324.8410602
,417,209.310358,965.352161,154.6638648,40.36449648,189.3852619,24.07873538,200.414334,-1491.187901,42.83856131,287.9681062,42.01323598,180.424755,7186.934605,-0.073512669,106.3083905,1180.391767,60300,60300,1.527675408,105.4231827,2.953728643,-0.274774326,0.379106445,-0.813673593,0.344547032,51.08473447,0.00608205,2.372804908,1.512804852,1.828860583,0.014431519,8.962774627,6835.948887,6835.948887,0,-0.053398681,5.29702E-05,-5.911807684,-2.164483482,-10.49185835,7.445785183,7.200552842,10.34935021,1180.391767,-114.6405199,1113.716714,5.459148698,240.3981252,0,8923.948871,8568.903376,103.8,306.9142711
,418,209.2946594,971.9950634,154.7385807,40.34681466,190.9279544,22.93800098,200.4074019,-1367.464875,42.83660296,287.9867217,42.02188371,180.4626165,7238.400532,-0.072376608,106.3530863,1162.464978,60300,60300,1.537155724,105.4713508,2.952687527,-0.27515362,0.379266584,-0.813545638,0.344370207,51.87253047,0.006176433,2.372955979,1.52146694,1.821860731,0.014656404,9.030482061,6887.402865,6887.402865,0,-0.053398681,5.29702E-05,-5.946979109,-2.186583533,-10.49446262,7.337319569,7.095279431,10.21196071,1162.464978,-114.6405199,1113.696675,5.503289393,240.3981252,0,8975.425494,8620.379999,103.8,288.9874819
,419,209.2790466,978.6881782,154.8138249,40.32895802,192.6952957,21.58316983,200.4000094,-1238.122805,42.83462994,288.0051767,42.03056789,180.5010635,7290.665671,-0.070114315,106.3980762,1144.538189,60300,60300,1.547087792,105.5198416,2.951642858,-0.275532855,0.37942664,-0.813417505,0.344193308,52.68500482,0.006273011,2.37262241,1.529401325,1.814771312,0.014883487,9.099239587,6939.655931,6939.655931,0,-0.053398681,5.29702E-05,-5.982406897,-2.208972117,-10.49716165,7.229062578,6.990168246,10.07513134,1144.538189,-114.6405199,1113.676887,5.548112667,240.3981252,0,9027.702157,8672.656662,103.8,271.0606928
,420,209.2636647,985.4322913,154.8896055,40.31092357,194.7549105,19.94064849,200.3921713,-1102.764044,42.83264185,288.0233831,42.03928979,180.54019,7343.755101,-0.066719133,106.443364,1126.6114,60300,60300,1.557478683,105.5686598,2.950594594,-0.275912029,0.379586614,-0.813289197,0.344016333,53.52333556,0.006371842,2.371797085,1.536609475,1.807590544,0.015112716,9.169077828,6992.733153,6992.733153,0,-0.053398681,5.29702E-05,-6.018091647,-2.231649327,-10.49995494,7.121012679,6.885218467,9.938856976,1126.6114,-114.6405199,1113.657532,5.593621341,240.3981252,0,9080.804122,8725.758627,103.8,253.1339036
,421,209.2486632,992.228213,154.9659307,40.29270825,197.2090003,17.89668988,200.3839029,-960.952156,42.83063827,288.0412,42.04805076,180.5801432,7397.695115,-0.062184062,106.4889534,1108.684611,60300,60300,1.568335688,105.6178104,2.949542692,-0.276291144,0.379746505,-0.813160711,0.343839284,54.38877695,0.006472983,2.370473154,1.543092739,1.800316563,0.015344033,9.240028867,7046.660813,7046.660813,0,-0.053398681,5.29702E-05,-6.054034024,-2.254615281,-10.50284201,7.013168227,6.780429154,9.803132408,1108.684611,-114.6405199,1113.638792,5.639818112,240.3981252,0,9134.757865,8779.71237,103.8,235.2071144
,422,209.2341955,999.0767799,155.042809,40.27430886,200.2225266,15.26435648,200.3752202,-812.2070517,42.82861877,288.058387,42.0568522,180.6211703,7452.513301,-0.05650175,106.5348485,1090.757821,60300,60300,1.579666332,105.6672982,2.948487108,-0.276670199,0.379906314,-0.813032049,0.343662161,55.2826657,0.006576496,2.368644007,1.548852344,1.792947421,0.015577378,9.312126342,7101.46649,7101.46649,0,-0.053398681,5.29702E-05,-6.090234754,-2.277870119,-10.50582235,6.905527461,6.675799239,9.667952314,1090.757821,-114.6405199,1113.620852,5.686705571,240.3981252,0,9189.591157,8834.545662,103.8,217.2803253
,423,209.2204196,1005.978855,155.1202491,40.25572214,204.0875429,11.70992711,200.3661399,-655.9993664,42.8265829,288.074498,42.06569554,180.6637237,7508.238626,-0.049664471,106.5810534,1072.831032,60300,60300,1.591478384,105.7171284,2.947427799,-0.277049194,0.380066041,-0.81290321,0.343484962,56.20642784,0.006682444,2.366303251,1.553889389,1.785481073,0.015812689,9.385405549,7157.17914,7157.17914,0,-0.053398681,5.29702E-05,-6.126694637,-2.301414013,-10.50889545,6.798088494,6.571327521,9.53331127,1072.831032,-114.6405199,1113.603895,5.734286219,240.3981252,0,9245.333153,8890.287658,103.8,199.3535361
,424,209.2074982,1012.935332,155.19826,40.23694471,209.3989063,6.562708498,200.3566799,-491.7439501,42.82453018,288.0886058,42.07458232,180.7087378,7564.90153,-0.041664113,106.6275721,1054.904243,60300,60300,1.60377987,105.7673064,2.946364719,-0.277428128,0.380225685,-0.812774195,0.34330769,57.16158636,0.006790892,2.363444689,1.558204843,1.777915381,0.016049898,9.459903556,7213.829194,7213.829194,0,-0.053398681,5.29702E-05,-6.163414542,-2.325247162,-10.51206078,6.690849311,6.467012664,9.399203739,1054.904243,-114.6405199,1113.588108,5.782562476,240.3981252,0,9302.014477,8946.968982,103.8,181.426747
,424,209.2074982,1012.935332,155.19826,40.23694471,209.3989063,6.562708498,200.3566799,-491.7439501,42.82453018,288.0886058,42.07458232,180.7087378,7564.90153,-0.041664113,106.6275721,1054.904243,60300,60300,1.60377987,105.7673064,2.946364719,-0.277428128,0.380225685,-0.812774195,0.34330769,57.16158636,0.006790892,2.363444689,1.558204843,1.777915381,0.016049898,9.459903556,7213.829194,7213.829194,0,-0.053398681,5.29702E-05,-6.163414542,-2.325247162,-10.51206078,6.690849311,6.467012664,9.399203739,1054.904243,-114.6405199,1113.588108,5.782562476,240.3981252,0,9302.014477,8946.968982,103.8,181.426747
IIPPOINT,424.828412,209.1975603,1018.740017,155.2633242,40.22124235,215.9190646,0.001532796,200.3485701,-349.1170279,42.82281658,288.0972333,42.08197826,180.7494392,7612.57463,-0.034149606,106.6663497,1040.053477,60300,60300,1.614347149,105.8091418,2.945481164,-0.277741997,0.380357873,-0.812667184,0.343160778,57.97778802,0.006882674,2.360680161,1.561233928,1.771571035,0.016247793,9.522569399,7261.49151,7261.49151,0,-0.053398681,5.29702E-05,-6.194031351,-2.345210058,-10.51475245,6.602160864,6.380714733,9.288507476,1040.053477,-114.6405199,1113.57605,5.823083608,240.3981252,0,9349.704297,8994.658802,103.8,166.5759804
,424.828412,209.1975603,1018.740017,155.2633242,40.22124235,215.9190646,0.001532796,200.3485701,-349.1170279,42.82281658,288.0972333,42.08197826,180.7494392,7612.57463,-0.034149606,106.6663497,1040.053477,60300,60300,1.614347149,105.8091418,2.945481164,-0.277741997,0.380357873,-0.812667184,0.343160778,57.97778802,0.006882674,2.360680161,1.561233928,1.771571035,0.016247793,9.522569399,7261.49151,7261.49151,0,-0.053398681,5.29702E-05,-6.194031351,-2.345210058,-10.51475245,6.602160864,6.380714733,9.288507476,1040.053477,-114.6405199,1113.57605,5.823083608,240.3981252,0,9349.704297,8994.658802,103.8,166.5759804
,425,209.1955984,1019.947131,155.2768512,40.21797309,217.6978892,-1.801443756,200.3468609,-318.7922935,42.82246013,288.0984134,42.08351411,180.7585167,7622.534027,-0.032492157,106.6744091,1036.977454,60300,60300,1.616579084,105.8178377,2.945297824,-0.277807003,0.380385246,-0.812645004,0.343130342,58.14976957,0.006901909,2.360062296,1.561799541,1.770248101,0.016288935,9.535659324,7271.448656,7271.448656,0,-0.053398681,5.29702E-05,-6.200395419,-2.3493698,-10.51531781,6.583807764,6.362853187,9.265624071,1036.977454,-114.6405199,1113.573679,5.831536708,240.3981252,0,9359.667332,9004.621837,103.8,163.4999578
,426,209.1848929,1027.015206,155.3560323,40.19880368,235.8267655,-18.93814511,200.3367126,-136.4236891,42.82037223,288.0962589,42.09249257,180.8207295,7681.169814,-0.022139655,106.7215689,1019.050665,60300,60300,1.629884605,105.868728,2.944227068,-0.278185817,0.380544725,-0.812515636,0.34295292,59.17272034,0.007015566,2.356150199,1.564674176,1.762476879,0.016529727,9.612713844,7330.071212,7330.071212,0,-0.053398681,5.29702E-05,-6.237638299,-2.373782197,-10.51866598,6.476961563,6.25884746,9.132566489,1019.050665,-114.6405199,1113.560796,5.881211241,240.3981252,0,9418.325604,9063.280109,103.8,145.5731687
,426,209.1848929,1027.015206,155.3560323,40.19880368,235.8267655,-18.93814511,200.3367126,-136.4236891,42.82037223,288.0962589,42.09249257,180.8207295,7681.169814,-0.022139655,106.7215689,1019.050665,60300,60300,1.629884605,105.868728,2.944227068,-0.278185817,0.380544725,-0.812515636,0.34295292,59.17272034,0.007015566,2.356150199,1.564674176,1.762476879,0.016529727,9.612713844,7330.071212,7330.071212,0,-0.053398681,5.29702E-05,-6.237638299,-2.373782197,-10.51866598,6.476961563,6.25884746,9.132566489,1019.050665,-114.6405199,1113.560796,5.881211241,240.3981252,0,9418.325604,9063.280109,103.8,145.5731687
IIPEnd,426.714061,209.1780774,1032.097226,155.4129389,40.18499246,0,0,200.3293072,0.002614488,42.81887012,288.0673908,42.09893324,180.8927759,7723.672905,-0.014019694,106.7554439,1006.249845,60300,60300,1.639700307,105.9052896,2.943460094,-0.278456276,0.380658552,-0.812423151,0.342826185,59.9254751,0.00709838,2.353029375,1.566286491,1.756862781,0.016702696,9.668554072,7372.564731,7372.564731,0,-0.053398681,5.29702E-05,-6.264392941,-2.391391629,-10.52111225,6.400785064,6.18467414,9.037871501,1006.249845,-114.6405199,1113.552649,5.917111726,240.3981252,0,9460.846158,9105.800663,103.8,132.7723484
,426.714061,209.1780774,1032.097226,155.4129389,40.18499246,0,0,200.3293072,0.002614488,42.81887012,288.0673908,42.09893324,180.8927759,7723.672905,-0.014019694,106.7554439,1006.249845,60300,60300,1.639700307,105.9052896,2.943460094,-0.278456276,0.380658552,-0.812423151,0.342826185,59.9254751,0.00709838,2.353029375,1.566286491,1.756862781,0.016702696,9.668554072,7372.564731,7372.564731,0,-0.053398681,5.29702E-05,-6.264392941,-2.391391629,-10.52111225,6.400785064,6.18467414,9.037871501,1006.249845,-114.6405199,1113.552649,5.917111726,240.3981252,0,9460.846158,9105.800663,103.8,132.7723484
,427,209.1755592,1034.140544,155.4358133,40.17943276,0,0,200.3263357,56.16507932,42.81826594,288.0315173,42.10151941,180.946009,7740.844391,-0.010597213,106.7690561,1001.123876,60300,60300,1.643705311,105.9199831,2.943152403,-0.27856457,0.380704121,-0.812386091,0.342775424,60.23230637,0.007131936,2.351702654,1.566829294,1.754599246,0.016772193,9.691110274,7389.732354,7389.732354,0,-0.053398681,5.29702E-05,-6.275144303,-2.39848466,-10.52210474,6.37030827,6.1549937,9.000025086,1001.123876,-114.6405199,1113.54965,5.931588378,240.3981252,0,9478.024983,9122.979488,103.8,127.6463795
SECO1,427.7054459,209.1698991,1039.202083,155.492461,40.16564433,0,0,200.3392835,198.6365806,42.81676871,275.503965,42.10791744,193.5165602,7783.586686,-0.001733503,106.8027552,988.4774962,60300,60300,1.653769953,105.9563636,2.942391909,-0.278831724,0.380816517,-0.812294598,0.342650165,61.00290622,0.007215704,2.348239993,1.56791701,1.748976588,0.016944204,9.747246521,7432.465042,7432.465042,0,-0.053398681,5.29702E-05,-6.301761693,-2.41608559,-10.52458478,6.295184788,6.081820857,8.906831533,988.4774962,-114.6405199,1113.542936,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,427.7054459,209.1698991,1039.202083,155.492461,40.16564433,0,0,200.3392835,198.6365806,42.81676871,275.503965,42.10791744,193.5165602,7783.586686,-0.001733503,106.8027552,988.4774962,0,0,1.653769953,105.9563636,2.942391909,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007215704,2.348239993,1.56791701,1.748976588,0.016944204,9.747246521,7432.465042,7432.465042,0,0,0,-6.301761693,-2.41608559,-10.52458478,6.295184788,6.081820857,8.906831533,988.4774962,-114.6405199,1113.542936,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,428,209.1677056,1041.321603,155.5161756,40.15986286,0,0,200.3391403,198.6407034,42.81677807,275.5282429,42.10787754,193.51228,7783.587946,-0.001728621,106.8188115,988.4774962,0,0,1.673736182,105.9723826,2.942096809,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007216114,2.362962468,1.587817186,1.750875417,0.017051407,9.74728722,7432.467897,7432.467897,0,0,0,-6.312902597,-2.423470305,-10.52563314,6.263879196,6.051322811,8.868035928,988.4774962,-114.6405199,1113.540341,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,429,209.160246,1048.517313,155.5966546,40.14019491,0,0,200.3386565,198.6547244,42.81680989,275.6104732,42.10774212,193.4979411,7783.592228,-0.00171207,106.8732875,988.4774962,0,0,1.741520795,106.0267313,2.941094835,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007217511,2.413508351,1.65537781,1.757322112,0.017419522,9.747425631,7432.477608,7432.477608,0,0,0,-6.350717574,-2.448620958,-10.52924482,6.158220302,5.948364645,8.737272826,988.4774962,-114.6405199,1113.531517,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,430,209.1527669,1055.71306,155.6770848,40.12046515,0,0,200.3381764,198.6687827,42.81684181,275.6924165,42.10760681,193.483889,7783.59652,-0.001695551,106.9277098,988.4774962,0,0,1.809305444,106.0810253,2.940092674,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007218911,2.464883924,1.722938874,1.763769197,0.017793778,9.747564411,7432.487344,7432.487344,0,0,0,-6.388520177,-2.47389395,-10.53293759,6.053508856,5.846292229,8.607948215,988.4774962,-114.6405199,1113.52267,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,431,209.1452683,1062.908841,155.7574663,40.10067365,0,0,200.3377,198.6828782,42.81687383,275.7740585,42.10747161,193.4701383,7783.600821,-0.001679065,106.9820784,988.4774962,0,0,1.877090131,106.1352643,2.939090323,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007220315,2.517038381,1.790500381,1.770216688,0.018173811,9.74770356,7432.497106,7432.497106,0,0,0,-6.426310317,-2.499287991,-10.53671137,5.949726785,5.745089306,8.480031693,988.4774962,-114.6405199,1113.5138,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,432,209.1377501,1070.104657,155.8377988,40.08082048,0,0,200.3372272,198.6970108,42.81690594,275.8553958,42.10733652,193.4566922,7783.605132,-0.001662611,107.0363932,988.4774962,0,0,1.944874856,106.1894485,2.938087777,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007221724,2.5699243,1.858062332,1.776664603,0.018559284,9.747843076,7432.506893,7432.506893,0,0,0,-6.464087908,-2.524801796,-10.5405661,5.846856469,5.644740007,8.353493678,988.4774962,-114.6405199,1113.504907,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,433,209.1302125,1077.300508,155.9180824,40.06090573,0,0,200.3367581,198.7111804,42.81693815,275.9364175,42.10720155,193.4435617,7783.609452,-0.001646191,107.0906542,988.4774962,0,0,2.012659618,106.2435775,2.937085036,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007223136,2.623497442,1.925624727,1.783112962,0.018949879,9.747982959,7432.516706,7432.516706,0,0,0,-6.501852868,-2.550434088,-10.54450171,5.744880722,5.545228836,8.228305383,988.4774962,-114.6405199,1113.49599,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,434,209.1226555,1084.496394,155.998317,40.04092948,0,0,200.3362926,198.725387,42.81697045,276.0171199,42.10706669,193.4307504,7783.613781,-0.001629803,107.144861,988.4774962,0,0,2.080444418,106.2976514,2.936082095,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007224552,2.677716559,1.993187569,1.78956178,0.019345304,9.748123208,7432.526544,7432.526544,0,0,0,-6.539605115,-2.576183596,-10.54851811,5.643782784,5.446540661,8.104438791,988.4774962,-114.6405199,1113.487051,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,435,209.115079,1091.692313,156.0785024,40.0208918,0,0,200.3358307,198.7396306,42.81700285,276.0974894,42.10693194,193.418272,7783.61812,-0.001613449,107.1990138,988.4774962,0,0,2.148229256,106.35167,2.935078953,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007225973,2.732543196,2.060750858,1.796011076,0.019745283,9.748263823,7432.536408,7432.536408,0,0,0,-6.577344572,-2.602049056,-10.55261524,5.543546306,5.348660707,7.98186663,988.4774962,-114.6405199,1113.478089,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,436,209.1074833,1098.888266,156.1586386,40.00079277,0,0,200.3353725,198.753911,42.81703535,276.1775182,42.1067973,193.4061343,7783.622468,-0.001597128,107.2531123,988.4774962,0,0,2.216014132,106.4056332,2.934075606,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007227397,2.787941509,2.128314597,1.802460869,0.02014956,9.748404803,7432.546297,7432.546297,0,0,0,-6.615071164,-2.628029211,-10.55679302,5.444155337,5.251574539,7.860562347,988.4774962,-114.6405199,1113.469104,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,437,209.0998682,1106.084252,156.2387255,39.98063247,0,0,200.3349179,198.7682282,42.81706794,276.2572,42.10666277,193.3943434,7783.626825,-0.00158084,107.3071565,988.4774962,0,0,2.283799045,106.459541,2.933072051,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007228825,2.843878089,2.195878787,1.808911175,0.020557897,9.748546148,7432.556211,7432.556211,0,0,0,-6.652784819,-2.654122811,-10.56105137,5.345594312,5.155268059,7.740500089,988.4774962,-114.6405199,1113.460096,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,438,209.0922338,1113.280272,156.3187629,39.96041098,0,0,200.334467,198.7825821,42.81710062,276.3365266,42.10652836,193.3829078,7783.631192,-0.001564586,107.3611463,988.4774962,0,0,2.351583996,106.5133931,2.932068286,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007230257,2.90032179,2.263443428,1.815362012,0.020970072,9.748687856,7432.566151,7432.566151,0,0,0,-6.690485466,-2.680328612,-10.56539021,5.247848042,5.059727494,7.62165468,988.4774962,-114.6405199,1113.451065,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,439,209.0845802,1120.476324,156.3987509,39.94012837,0,0,200.3340196,198.7969726,42.8171334,276.4154795,42.10639406,193.3718458,7783.635568,-0.001548366,107.4150815,988.4774962,0,0,2.419368984,106.5671895,2.931064309,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007231693,2.957243571,2.331008523,1.821813399,0.021385878,9.748829927,7432.576116,7432.576116,0,0,0,-6.728173037,-2.70664538,-10.56980946,5.150901703,4.964939383,7.504001596,988.4774962,-114.6405199,1113.442011,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,440,209.0769073,1127.672409,156.4786893,39.91978473,0,0,200.3335759,198.8113997,42.81716627,276.4940582,42.10625988,193.361158,7783.639953,-0.001532179,107.468962,988.4774962,0,0,2.487154011,106.6209301,2.930060115,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007233133,3.014616351,2.398574073,1.828265354,0.021805121,9.748972361,7432.586106,7432.586106,0,0,0,-6.765847469,-2.733071885,-10.57430904,5.054740823,4.870890577,7.387516951,988.4774962,-114.6405199,1113.432935,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,441,209.0692153,1134.868526,156.5585781,39.89938014,0,0,200.3331358,198.8258632,42.81719924,276.57224,42.10612581,193.3508671,7783.644348,-0.001516027,107.5227878,988.4774962,0,0,2.554939076,106.6746149,2.929055703,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007234577,3.072414862,2.466140079,1.834717893,0.022227622,9.749115157,7432.596121,7432.596121,0,0,0,-6.803508696,-2.759606908,-10.57888887,4.959351273,4.777568222,7.272177472,988.4774962,-114.6405199,1113.423836,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,442,209.0615042,1142.064676,156.6384171,39.87891466,0,0,200.3326992,198.8403632,42.8172323,276.6500257,42.10599185,193.3409721,7783.648752,-0.001499908,107.5765588,988.4774962,0,0,2.622724178,106.7282436,2.92805107,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007236025,3.130615523,2.533706543,1.841171035,0.022653211,9.749258315,7432.606161,7432.606161,0,0,0,-6.84115666,-2.786249235,-10.58354886,4.864719258,4.684959756,7.157960484,988.4774962,-114.6405199,1113.414714,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,443,209.053774,1149.260857,156.7182063,39.85838839,0,0,200.3322663,198.8548996,42.81726545,276.7273966,42.10585801,193.331492,7783.653165,-0.001483824,107.6302748,988.4774962,0,0,2.690509319,106.7818162,2.927046212,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007237476,3.189196314,2.601273465,1.847624798,0.023081733,9.749401832,7432.616226,7432.616226,0,0,0,-6.878791302,-2.812997659,-10.58828892,4.770831306,4.593052897,7.044843888,988.4774962,-114.6405199,1113.40557,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,444,209.0460247,1156.45707,156.7979456,39.8378014,0,0,200.331837,198.8694722,42.8172987,276.8043382,42.10572428,193.3224411,7783.657587,-0.001467774,107.6839357,988.4774962,0,0,2.758294497,106.8353326,2.926041128,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007238932,3.248136666,2.668840848,1.854079199,0.023513041,9.74954571,7432.626316,7432.626316,0,0,0,-6.916412565,-2.839850984,-10.59310897,4.677674259,4.501835641,6.932806145,988.4774962,-114.6405199,1113.396403,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
